Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2024-09-16T20:21:00.202;143;0,7
2024-09-16T20:21:01.218;143;0,7
2024-09-16T20:21:02.252;144;0,7
2024-09-16T20:21:03.237;143;0,9
2024-09-16T20:21:04.210;143;0,9
2024-09-16T20:21:05.249;143;0,8
2024-09-16T20:21:06.212;142;0,8
2024-09-16T20:21:07.294;142;0,8
2024-09-16T20:21:08.234;142;0,8
2024-09-16T20:21:09.207;142;0,8
2024-09-16T20:21:10.218;142;0,8
2024-09-16T20:21:11.252;142;0,9
2024-09-16T20:21:12.246;142;1,0
2024-09-16T20:21:13.211;142;0,9
2024-09-16T20:21:14.199;143;1,0
2024-09-16T20:21:15.213;143;0,9
2024-09-16T20:21:16.251;143;0,9
2024-09-16T20:21:17.234;143;1,0
2024-09-16T20:21:18.315;143;1,0
2024-09-16T20:21:19.234;142;1,1
2024-09-16T20:21:20.255;142;1,1
2024-09-16T20:21:21.242;141;1,1
2024-09-16T20:21:22.207;142;1,2
2024-09-16T20:21:23.221;142;1,2
2024-09-16T20:21:24.257;143;1,2
2024-09-16T20:21:25.250;143;1,1
2024-09-16T20:21:26.237;143;1,2
2024-09-16T20:21:27.207;142;1,3
2024-09-16T20:21:28.244;141;1,4
2024-09-16T20:21:29.255;141;1,4
2024-09-16T20:21:30.244;141;1,3
2024-09-16T20:21:31.211;141;1,2
2024-09-16T20:21:32.195;141;1,3
2024-09-16T20:21:33.303;140;1,3
2024-09-16T20:21:34.250;139;1,2
2024-09-16T20:21:35.235;139;1,1
2024-09-16T20:21:36.316;139;1,1
2024-09-16T20:21:37.237;139;1,2
2024-09-16T20:21:38.251;139;1,1
2024-09-16T20:21:39.213;140;1,2
2024-09-16T20:21:40.206;141;1,1
2024-09-16T20:21:41.285;141;1,1
2024-09-16T20:21:42.251;141;1,1
2024-09-16T20:21:43.306;140;1,5
2024-09-16T20:21:44.208;140;1,5
2024-09-16T20:21:45.206;139;1,5
2024-09-16T20:21:46.191;139;1,4
2024-09-16T20:21:47.225;138;1,4
2024-09-16T20:21:48.221;138;1,4
2024-09-16T20:21:49.212;138;1,4
2024-09-16T20:21:50.200;137;1,3
2024-09-16T20:21:51.201;137;1,3
2024-09-16T20:21:52.228;136;1,2
2024-09-16T20:21:53.212;136;1,2
2024-09-16T20:21:54.247;136;1,2
2024-09-16T20:21:55.191;137;0,8
2024-09-16T20:21:56.224;137;0,9
2024-09-16T20:21:57.222;138;0,8
2024-09-16T20:21:58.257;138;0,9
2024-09-16T20:21:59.204;137;0,9
2024-09-16T20:22:00.184;137;0,9
2024-09-16T20:22:01.250;137;0,9
2024-09-16T20:22:02.237;137;1,0
2024-09-16T20:22:03.230;138;1,0
2024-09-16T20:22:04.194;138;1,1
2024-09-16T20:22:05.235;138;1,1
2024-09-16T20:22:06.290;137;1,1
2024-09-16T20:22:07.235;136;1,5
2024-09-16T20:22:08.218;135;1,6
2024-09-16T20:22:09.187;134;1,6
2024-09-16T20:22:10.248;134;1,6
2024-09-16T20:22:11.241;134;1,7
2024-09-16T20:22:12.203;134;1,7
2024-09-16T20:22:13.192;135;1,7
2024-09-16T20:22:14.262;135;1,7
2024-09-16T20:22:15.264;134;1,9
2024-09-16T20:22:16.420;133;2,2
2024-09-16T20:22:17.333;131;3,0
2024-09-16T20:22:18.181;129;2,9
2024-09-16T20:22:19.317;129;2,9
2024-09-16T20:22:20.214;128;2,8
2024-09-16T20:22:21.205;128;2,8
2024-09-16T20:22:22.195;129;2,9
2024-09-16T20:22:23.233;130;2,9
2024-09-16T20:22:24.250;132;3,0
2024-09-16T20:22:25.238;133;3,1
2024-09-16T20:22:26.274;134;3,1
2024-09-16T20:22:27.241;134;3,2
2024-09-16T20:22:28.267;134;3,2
2024-09-16T20:22:29.238;134;2,8
2024-09-16T20:22:30.228;134;2,0
2024-09-16T20:22:31.216;135;2,2
2024-09-16T20:22:32.235;136;2,2
2024-09-16T20:22:33.218;137;2,2
2024-09-16T20:22:34.330;137;2,1
2024-09-16T20:22:35.386;137;2,1
